payment_id,order_id,scenario,ground_truth_state,amount,method,customer_segment,created_ts,has_settlement,settled_amount,settlement_matches_order
pay_6587e30cc3d64b,order_6c7692d38a3946,late_auth_flip,LATE_AUTH_FLIP,49999,card,high_value_repeat,2026-08-14T01:03:00,True,49999,True
pay_1268d859e39d45,order_518ac366fa4a49,clean_failure_soft,VERIFIED_LOST_SOFT,74999,upi,high_value_repeat,2026-08-05T11:31:00,False,,
pay_a809711cd1a84d,order_a9f841abb59546,uncertain_pending,UNCERTAIN_AT_CUTOFF,14999,netbanking,high_value_repeat,2026-08-09T08:42:00,False,,
pay_a1bb888ca36041,order_0c792556e0a841,clean_success,SUCCESS_CLEAN,299,card,new,2026-08-10T11:52:00,True,299,True
pay_edbc34cdc19d44,order_6d0ec379452047,clean_failure_hard,VERIFIED_LOST_HARD,299,card,new,2026-08-02T01:44:00,False,,
pay_94eb8dbce88b46,order_1741b414513d48,clean_failure_hard,VERIFIED_LOST_HARD,49999,upi,high_value_repeat,2026-08-10T22:17:00,False,,
pay_7c6a539bb4e447,order_6c58113364994f,duplicate_attempt,ALREADY_RECOVERED_VIA_DUPLICATE,999,upi,returning,2026-08-17T19:05:00,True,999,True
pay_fd17a38f71fb4b,order_4959e3fe49c441,clean_success,SUCCESS_CLEAN,49999,upi,high_value_repeat,2026-08-02T13:43:00,True,49999,True
pay_361a15126a4f47,order_fadfbc51d53e4e,clean_success,SUCCESS_CLEAN,299,card,new,2026-08-02T12:10:00,True,299,True
pay_e71f538ebce442,order_30ef52fbe75447,clean_failure_hard,VERIFIED_LOST_HARD,4999,upi,high_value_repeat,2026-08-16T10:30:00,False,,
pay_eaecc368830341,order_be459828e5a04e,clean_failure_hard,VERIFIED_LOST_HARD,4999,upi,returning,2026-08-07T14:11:00,False,,
pay_dd5de1db327e45,order_4b2326c331334b,clean_success,SUCCESS_CLEAN,4999,upi,high_value_repeat,2026-08-03T21:33:00,True,4999,True
pay_245cdffe47ec4a,order_f090fca0c0d743,clean_success,SUCCESS_CLEAN,7499,card,returning,2026-08-12T10:45:00,True,7499,True
pay_f1802b9de53648,order_22e83655555244,settlement_mismatch,EXCEPTION_SETTLEMENT_MISMATCH,74999,upi,high_value_repeat,2026-08-06T09:25:00,True,73124.02,False
pay_d7a060e157b04e,order_70a2ddf9593544,clean_failure_hard,VERIFIED_LOST_HARD,199,upi,new,2026-08-06T04:21:00,False,,
pay_4d829d8d2b5544,order_73d7cdbbb2fe40,duplicate_attempt,ALREADY_RECOVERED_VIA_DUPLICATE,1999,upi,returning,2026-08-01T13:13:00,True,1999,True
pay_437351b2079d47,order_806d4699b63444,clean_failure_soft,VERIFIED_LOST_SOFT,24999,upi,high_value_repeat,2026-08-10T00:38:00,False,,
pay_5d11e2ce651e42,order_da7f78730a8e48,clean_success,SUCCESS_CLEAN,9999,upi,high_value_repeat,2026-08-20T08:07:00,True,9999,True
pay_71a07b1737ce4c,order_fa8339c64d4a43,uncertain_pending,UNCERTAIN_AT_CUTOFF,14999,upi,high_value_repeat,2026-08-20T23:38:00,False,,
pay_e86e3551b2ab41,order_67515121563b45,duplicate_attempt,ALREADY_RECOVERED_VIA_DUPLICATE,999,upi,new,2026-08-03T03:31:00,True,999,True
pay_afa25496d9894e,order_cc028c6b6be74e,uncertain_pending,UNCERTAIN_AT_CUTOFF,24999,card,high_value_repeat,2026-08-17T12:28:00,False,,
pay_5cc821f71d1747,order_002237b071d448,settlement_mismatch,EXCEPTION_SETTLEMENT_MISMATCH,1999,upi,returning,2026-08-01T20:23:00,True,1947.02,False
pay_50fb99e57bc943,order_6ed031d1cb1a41,duplicate_attempt,ALREADY_RECOVERED_VIA_DUPLICATE,24999,card,high_value_repeat,2026-08-09T14:37:00,True,24999,True
pay_f01ba3730b1b47,order_b250b9ae20df45,clean_success,SUCCESS_CLEAN,499,upi,returning,2026-08-14T18:36:00,True,499,True
pay_8a4a3092623f4f,order_83d78105e62244,clean_failure_hard,VERIFIED_LOST_HARD,4999,upi,returning,2026-08-21T04:25:00,False,,
pay_6f8e0aa2ceb84d,order_350d374310fc4b,clean_success,SUCCESS_CLEAN,14999,upi,high_value_repeat,2026-08-19T02:30:00,True,14999,True
pay_4ed617194ea84b,order_5a355ae1d79e40,clean_failure_hard,VERIFIED_LOST_HARD,199,upi,new,2026-08-03T23:16:00,False,,
pay_eb913304f52d44,order_eed6277e3a674e,clean_success,SUCCESS_CLEAN,1999,card,returning,2026-08-20T00:15:00,True,1999,True
pay_bd898744d99c46,order_0a03b4e6b8db48,clean_failure_hard,VERIFIED_LOST_HARD,9999,upi,high_value_repeat,2026-08-04T16:58:00,False,,
pay_dea54bc980894c,order_be0550c55ab441,uncertain_pending,UNCERTAIN_AT_CUTOFF,299,card,new,2026-08-18T16:10:00,False,,
pay_da27c5d5769449,order_91f963f36bb248,clean_success,SUCCESS_CLEAN,299,netbanking,new,2026-08-15T15:56:00,True,299,True
pay_91053390f9644e,order_a9fe27708b954e,late_auth_flip,LATE_AUTH_FLIP,2999,card,returning,2026-08-18T15:59:00,True,2999,True
pay_f33ab36f14c745,order_8b95d62c477746,clean_failure_hard,VERIFIED_LOST_HARD,49999,card,high_value_repeat,2026-08-15T14:04:00,False,,
pay_c36eb6852a134d,order_c7fedca4bc0f46,clean_failure_hard,VERIFIED_LOST_HARD,14999,upi,high_value_repeat,2026-08-02T22:17:00,False,,
pay_745f217e27f74b,order_3f3d4f62f5c046,settlement_mismatch,EXCEPTION_SETTLEMENT_MISMATCH,7499,upi,returning,2026-08-07T15:00:00,True,7266.53,False
pay_a9fbd01bb68347,order_d4f6f2d200b54c,uncertain_pending,UNCERTAIN_AT_CUTOFF,4999,upi,high_value_repeat,2026-08-11T15:48:00,False,,
pay_d50113eb58d247,order_3a3a17a431ff43,clean_failure_soft,VERIFIED_LOST_SOFT,499,card,new,2026-08-03T02:54:00,False,,
pay_2362da8f5ecb43,order_11daa382da964a,late_auth_flip,LATE_AUTH_FLIP,1499,card,new,2026-08-10T02:58:00,True,1499,True
pay_87488c1aa05a47,order_094c9d5c75cf4d,clean_success,SUCCESS_CLEAN,74999,card,high_value_repeat,2026-08-11T14:36:00,True,74999,True
pay_37a5d0a7de9740,order_b5a3757aaa1f47,clean_success,SUCCESS_CLEAN,74999,upi,high_value_repeat,2026-08-15T03:24:00,True,74999,True
pay_855bffb2406d4d,order_401706a1a46649,uncertain_pending,UNCERTAIN_AT_CUTOFF,4999,upi,returning,2026-08-02T18:47:00,False,,
pay_82e1b78b43fa4c,order_d38c59bffaf84a,clean_failure_soft,VERIFIED_LOST_SOFT,499,netbanking,new,2026-08-03T07:03:00,False,,
pay_2ba75d11676243,order_3c5983e18a6b45,clean_failure_soft,VERIFIED_LOST_SOFT,9999,upi,high_value_repeat,2026-08-17T11:27:00,False,,
pay_acaa2d9b3a8541,order_5fc9ad59ed334a,late_auth_flip,LATE_AUTH_FLIP,4999,upi,returning,2026-08-04T23:41:00,True,4999,True
pay_abbcd151e6ef4c,order_5bbaa3f5cd4e44,clean_success,SUCCESS_CLEAN,2999,upi,returning,2026-08-09T01:47:00,True,2999,True
pay_cbbc2f0c58c448,order_2acfd31fb4c449,clean_failure_soft,VERIFIED_LOST_SOFT,49999,upi,high_value_repeat,2026-08-15T17:32:00,False,,
pay_5fa2661596184e,order_b381e59e0b684f,clean_failure_soft,VERIFIED_LOST_SOFT,499,upi,returning,2026-08-14T01:43:00,False,,
pay_aa15f017914e43,order_baf427a1ed4841,duplicate_attempt,ALREADY_RECOVERED_VIA_DUPLICATE,1999,upi,returning,2026-08-20T18:04:00,True,1999,True
pay_5795be0422124d,order_9c2f0a5ebd2a4c,clean_success,SUCCESS_CLEAN,9999,upi,high_value_repeat,2026-08-14T15:15:00,True,9999,True
pay_1a7f6167f7e64c,order_b1d04b8c70aa40,uncertain_pending,UNCERTAIN_AT_CUTOFF,9999,netbanking,high_value_repeat,2026-08-08T10:25:00,False,,
pay_2eb9a3bd03c34a,order_aaf043925f0e46,clean_success,SUCCESS_CLEAN,74999,upi,high_value_repeat,2026-08-14T21:58:00,True,74999,True
pay_3c88b865cf8b4d,order_9bc03c91951f4c,clean_success,SUCCESS_CLEAN,4999,upi,high_value_repeat,2026-08-09T22:43:00,True,4999,True
pay_f4e4cf6a778043,order_543ed79f58e845,clean_failure_soft,VERIFIED_LOST_SOFT,14999,card,high_value_repeat,2026-08-16T14:58:00,False,,
pay_e95d4d84596843,order_ecdb505d3ddd45,clean_failure_soft,VERIFIED_LOST_SOFT,74999,netbanking,high_value_repeat,2026-08-03T12:02:00,False,,
pay_4d3bcd30111146,order_7ee602b75ea742,clean_success,SUCCESS_CLEAN,24999,upi,high_value_repeat,2026-08-01T18:57:00,True,24999,True
pay_51d517c9ddcf41,order_fdb41c75658444,clean_success,SUCCESS_CLEAN,1999,upi,returning,2026-08-06T05:58:00,True,1999,True
pay_f8548a47b75e40,order_f40f7f04cf0b46,duplicate_attempt,ALREADY_RECOVERED_VIA_DUPLICATE,2999,upi,returning,2026-08-04T12:07:00,True,2999,True
pay_d1cc87d6ab7544,order_7e241783edb048,clean_success,SUCCESS_CLEAN,499,card,new,2026-08-03T16:14:00,True,499,True
pay_18c663f2553a4e,order_4d5791e732ff44,clean_failure_soft,VERIFIED_LOST_SOFT,49999,card,high_value_repeat,2026-08-13T08:33:00,False,,
pay_f823fe09c5fe4f,order_ede1c04c760642,clean_failure_soft,VERIFIED_LOST_SOFT,14999,card,high_value_repeat,2026-08-15T10:31:00,False,,
pay_1f8d3b8ac71b4e,order_05fe710c5a2245,clean_failure_hard,VERIFIED_LOST_HARD,24999,upi,high_value_repeat,2026-08-05T11:45:00,False,,
pay_025cd6046fb243,order_bd576f00e0a248,clean_failure_soft,VERIFIED_LOST_SOFT,24999,upi,high_value_repeat,2026-08-09T15:57:00,False,,
pay_76ae714092814d,order_ecc894b1d33149,clean_failure_soft,VERIFIED_LOST_SOFT,9999,netbanking,high_value_repeat,2026-08-15T06:27:00,False,,
pay_2b59e145ec1841,order_15fdee3f846d49,settlement_mismatch,EXCEPTION_SETTLEMENT_MISMATCH,24999,upi,high_value_repeat,2026-08-06T19:37:00,True,24374.02,False
pay_b9d531f36d8f44,order_04e59abf6caa4c,clean_success,SUCCESS_CLEAN,999,upi,returning,2026-08-14T08:31:00,True,999,True
pay_282984e9d88e4e,order_8f6c701b25bd4a,late_auth_flip,LATE_AUTH_FLIP,2999,card,returning,2026-08-19T01:57:00,True,2999,True
pay_599c342448734e,order_bd5a6747d85644,clean_success,SUCCESS_CLEAN,24999,netbanking,high_value_repeat,2026-08-19T23:07:00,True,24999,True
pay_95acb667f41c40,order_f084bec45b184d,clean_failure_hard,VERIFIED_LOST_HARD,1499,upi,new,2026-08-07T01:32:00,False,,
pay_af69b35754f94e,order_8c855203e8c34a,clean_failure_soft,VERIFIED_LOST_SOFT,24999,card,high_value_repeat,2026-08-13T23:51:00,False,,
pay_2e262cd6164548,order_e8524c285ea444,clean_success,SUCCESS_CLEAN,49999,card,high_value_repeat,2026-08-07T20:40:00,True,49999,True
pay_a58d6b0e735f48,order_a5059799a9434c,clean_failure_hard,VERIFIED_LOST_HARD,299,upi,new,2026-08-13T01:21:00,False,,
pay_0a33bbafcd0f4d,order_3e0d6dec3d6f43,late_auth_flip,LATE_AUTH_FLIP,499,netbanking,returning,2026-08-06T10:15:00,True,499,True
pay_9d965eaa16ea4f,order_8933254f911542,clean_success,SUCCESS_CLEAN,999,upi,new,2026-08-12T19:09:00,True,999,True
pay_dee2e8abef3942,order_a9a07d5ceb974d,clean_failure_hard,VERIFIED_LOST_HARD,999,upi,returning,2026-08-03T05:34:00,False,,
pay_16afb03687194d,order_2976c91d00d84e,uncertain_pending,UNCERTAIN_AT_CUTOFF,199,upi,new,2026-08-03T15:06:00,False,,
pay_88c4c707e2d347,order_fe0103d88ecf4a,uncertain_pending,UNCERTAIN_AT_CUTOFF,14999,card,high_value_repeat,2026-08-04T12:08:00,False,,
pay_18db8d977c404b,order_c3f58f0794c143,clean_success,SUCCESS_CLEAN,2999,card,returning,2026-08-04T12:47:00,True,2999,True
pay_0bcbbe5512ec45,order_5e0f13a118a34a,clean_success,SUCCESS_CLEAN,24999,upi,high_value_repeat,2026-08-01T11:52:00,True,24999,True
pay_8b85137dfa0e47,order_51ed426b698a4c,clean_success,SUCCESS_CLEAN,199,upi,new,2026-08-20T09:00:00,True,199,True
pay_7f6a92bafed145,order_0347a841770c43,settlement_mismatch,EXCEPTION_SETTLEMENT_MISMATCH,1499,netbanking,new,2026-08-15T05:31:00,True,1454.03,False
pay_4564fc4c0bfe44,order_08586cb521a648,duplicate_attempt,ALREADY_RECOVERED_VIA_DUPLICATE,999,upi,returning,2026-08-02T11:04:00,True,999,True
pay_1d9d488f174940,order_fc4ff78ff9bc40,duplicate_attempt,ALREADY_RECOVERED_VIA_DUPLICATE,7499,card,returning,2026-08-11T18:38:00,True,7499,True
pay_a45c7883516640,order_84a557ec5de547,clean_failure_hard,VERIFIED_LOST_HARD,999,card,new,2026-08-01T17:58:00,False,,
pay_bdcc12ee50ab44,order_c151449d993c48,clean_success,SUCCESS_CLEAN,49999,upi,high_value_repeat,2026-08-04T15:24:00,True,49999,True
pay_cafca57756034d,order_483608a8d97049,duplicate_attempt,ALREADY_RECOVERED_VIA_DUPLICATE,2999,upi,returning,2026-08-09T09:41:00,True,2999,True
pay_3f924bb42ee043,order_059f3ca06f8b4a,late_auth_flip,LATE_AUTH_FLIP,24999,upi,high_value_repeat,2026-08-16T13:56:00,True,24999,True
pay_c00adb80c6a542,order_74ee3222d82c4e,clean_failure_soft,VERIFIED_LOST_SOFT,499,netbanking,returning,2026-08-13T18:08:00,False,,
pay_b04d0f216db448,order_f43f0944d26a49,uncertain_pending,UNCERTAIN_AT_CUTOFF,49999,upi,high_value_repeat,2026-08-21T05:57:00,False,,
pay_1c10bc05173b4b,order_8ca2a034407448,clean_failure_soft,VERIFIED_LOST_SOFT,999,netbanking,new,2026-08-07T03:31:00,False,,
pay_298ecea062db45,order_2918bc859b1245,clean_success,SUCCESS_CLEAN,499,card,new,2026-08-09T05:18:00,True,499,True
pay_ebdb22dd37f049,order_133472fdc7e14b,late_auth_flip,LATE_AUTH_FLIP,199,card,new,2026-08-18T02:30:00,True,199,True
pay_7c1f9b4184e14b,order_fd8b9e88471341,clean_success,SUCCESS_CLEAN,499,upi,new,2026-08-19T21:17:00,True,499,True
pay_bc5f723d8c4f44,order_84898f72f02f47,clean_failure_soft,VERIFIED_LOST_SOFT,9999,card,high_value_repeat,2026-08-16T22:55:00,False,,
pay_f6d9c208521b47,order_be9429f5539541,settlement_mismatch,EXCEPTION_SETTLEMENT_MISMATCH,24999,card,high_value_repeat,2026-08-19T20:11:00,True,24474.02,False
pay_7faed526f6244f,order_a69a198792af42,clean_success,SUCCESS_CLEAN,499,upi,returning,2026-08-02T08:55:00,True,499,True
pay_663cf80fd3034c,order_9c4a4d2b55814d,clean_success,SUCCESS_CLEAN,199,upi,new,2026-08-08T10:20:00,True,199,True
pay_82ad9694d44249,order_0d57132407ce4d,clean_success,SUCCESS_CLEAN,24999,netbanking,high_value_repeat,2026-08-13T17:34:00,True,24999,True
pay_d81f96403f0b41,order_fb5c98d048064c,clean_failure_soft,VERIFIED_LOST_SOFT,1999,upi,returning,2026-08-16T02:17:00,False,,
pay_2895e17be93f43,order_daf64cbf96374f,clean_success,SUCCESS_CLEAN,1999,card,returning,2026-08-02T11:06:00,True,1999,True
pay_db106a5954464c,order_8c360cdec60a4c,clean_failure_soft,VERIFIED_LOST_SOFT,14999,upi,high_value_repeat,2026-08-19T13:32:00,False,,
pay_5d64b1a9fc4f4f,order_c60f8e02de674b,late_auth_flip,LATE_AUTH_FLIP,2999,card,returning,2026-08-10T04:09:00,True,2999,True
pay_b4d50172b3284e,order_bb0e00dcd17e47,clean_success,SUCCESS_CLEAN,7499,upi,returning,2026-08-19T12:25:00,True,7499,True
pay_0d16c2ee852042,order_0b14be6a5c8745,clean_failure_soft,VERIFIED_LOST_SOFT,14999,card,high_value_repeat,2026-08-17T22:05:00,False,,
pay_5d70d4dd13bf40,order_7cf6e5d1a53c4a,clean_success,SUCCESS_CLEAN,999,card,new,2026-08-20T02:06:00,True,999,True
pay_cc96417139da4c,order_bfcdfd3501f14e,clean_failure_hard,VERIFIED_LOST_HARD,1499,upi,new,2026-08-03T17:01:00,False,,
pay_57aeca99b27744,order_8c92d9b681a742,settlement_mismatch,EXCEPTION_SETTLEMENT_MISMATCH,7499,upi,returning,2026-08-11T12:31:00,True,7274.03,False
pay_31db5574e2de4b,order_6c5c86d3118e48,duplicate_attempt,ALREADY_RECOVERED_VIA_DUPLICATE,999,upi,new,2026-08-02T08:07:00,True,999,True
pay_8d69c778c0f34a,order_8dc3f5ce439f4f,clean_success,SUCCESS_CLEAN,4999,netbanking,returning,2026-08-07T14:56:00,True,4999,True
pay_430e6915e1364c,order_75714dc388454c,clean_failure_hard,VERIFIED_LOST_HARD,4999,upi,high_value_repeat,2026-08-15T21:10:00,False,,
pay_22e674163c5640,order_38c51634807844,clean_success,SUCCESS_CLEAN,4999,card,returning,2026-08-16T20:02:00,True,4999,True
pay_4b575345b9b642,order_9498a6bfbc4845,clean_success,SUCCESS_CLEAN,199,upi,new,2026-08-15T04:48:00,True,199,True
pay_fa80dea4fb574f,order_148c7be4078a40,late_auth_flip,LATE_AUTH_FLIP,24999,upi,high_value_repeat,2026-08-02T21:43:00,True,24999,True
pay_94a40fbf5adf41,order_12d9fc9d647949,clean_failure_soft,VERIFIED_LOST_SOFT,1999,upi,returning,2026-08-14T06:47:00,False,,
pay_0703142a003048,order_f62ec58286af4c,clean_success,SUCCESS_CLEAN,9999,card,high_value_repeat,2026-08-09T19:35:00,True,9999,True
pay_cd8b11abd61f4b,order_6b778df9b16c46,late_auth_flip,LATE_AUTH_FLIP,2999,card,returning,2026-08-14T10:26:00,True,2999,True
pay_363e58866b0645,order_063c4763ad474d,clean_failure_soft,VERIFIED_LOST_SOFT,2999,upi,returning,2026-08-07T17:12:00,False,,
pay_2db5277cb77840,order_6b60764750174b,clean_failure_hard,VERIFIED_LOST_HARD,199,card,new,2026-08-12T17:32:00,False,,
pay_f9f76867cbe948,order_30eb4cafa20640,clean_success,SUCCESS_CLEAN,4999,upi,returning,2026-08-19T00:14:00,True,4999,True
pay_eefe74b8b2a445,order_fe9ee496c23048,clean_success,SUCCESS_CLEAN,7499,upi,returning,2026-08-15T07:09:00,True,7499,True
pay_074dc790b14049,order_2991c943116b42,duplicate_attempt,ALREADY_RECOVERED_VIA_DUPLICATE,7499,netbanking,returning,2026-08-12T13:15:00,True,7499,True
pay_ae91704fedab4b,order_b44b06e30f3d4f,settlement_mismatch,EXCEPTION_SETTLEMENT_MISMATCH,299,card,new,2026-08-11T15:52:00,True,293.02,False
pay_fbe522fc73bf44,order_fd858ca5fe2d49,clean_failure_soft,VERIFIED_LOST_SOFT,499,card,returning,2026-08-20T14:46:00,False,,
pay_aa1b2cf7a50a4e,order_517443d1bed340,duplicate_attempt,ALREADY_RECOVERED_VIA_DUPLICATE,14999,card,high_value_repeat,2026-08-13T21:22:00,True,14999,True
pay_99060a868ba645,order_dbff195d42f446,clean_failure_soft,VERIFIED_LOST_SOFT,1999,card,returning,2026-08-17T13:44:00,False,,
pay_341666dcd1574a,order_8ed76ca0edef47,clean_success,SUCCESS_CLEAN,74999,upi,high_value_repeat,2026-08-09T14:25:00,True,74999,True
pay_a19f8e41277646,order_53d7c8b263e844,clean_success,SUCCESS_CLEAN,9999,upi,high_value_repeat,2026-08-05T22:45:00,True,9999,True
pay_7deb5f0b097c46,order_531fb27f5a4c45,clean_failure_hard,VERIFIED_LOST_HARD,299,card,new,2026-08-01T23:21:00,False,,
pay_f50de26dc06d41,order_61541bfa39c849,duplicate_attempt,ALREADY_RECOVERED_VIA_DUPLICATE,49999,upi,high_value_repeat,2026-08-19T15:54:00,True,49999,True
pay_1a29208a41a04c,order_a4cbace95ee740,late_auth_flip,LATE_AUTH_FLIP,1499,card,new,2026-08-02T20:54:00,True,1499,True
pay_dc7bcb3649294c,order_93dd2ce173e044,duplicate_attempt,ALREADY_RECOVERED_VIA_DUPLICATE,74999,upi,high_value_repeat,2026-08-10T17:20:00,True,74999,True
pay_393b5e1f1f2d40,order_564c62db2e5d45,duplicate_attempt,ALREADY_RECOVERED_VIA_DUPLICATE,4999,upi,high_value_repeat,2026-08-08T14:08:00,True,4999,True
pay_b07f8cd5cd624f,order_4c0b8e48087643,clean_success,SUCCESS_CLEAN,999,upi,new,2026-08-13T03:32:00,True,999,True
pay_d95d8e2dd7d64d,order_518030e353c44c,clean_success,SUCCESS_CLEAN,999,card,returning,2026-08-19T03:07:00,True,999,True
pay_29e04e60b34a46,order_6a67a05bf1dd4f,clean_success,SUCCESS_CLEAN,74999,card,high_value_repeat,2026-08-18T20:18:00,True,74999,True
pay_528132c00cb547,order_b0e98605189546,late_auth_flip,LATE_AUTH_FLIP,999,upi,new,2026-08-21T03:09:00,True,999,True
pay_8f022c9aa8c34b,order_cb64e2d8648f44,duplicate_attempt,ALREADY_RECOVERED_VIA_DUPLICATE,9999,upi,high_value_repeat,2026-08-05T01:27:00,True,9999,True
pay_36c9e070906142,order_5253c85e9de442,clean_failure_hard,VERIFIED_LOST_HARD,9999,upi,high_value_repeat,2026-08-13T04:23:00,False,,
pay_ad0d744169a045,order_64537215af1341,clean_failure_soft,VERIFIED_LOST_SOFT,499,upi,new,2026-08-13T21:49:00,False,,
pay_0c6b0b46bfc740,order_deeaf690adb34f,clean_success,SUCCESS_CLEAN,499,card,new,2026-08-03T12:01:00,True,499,True
pay_d76c31a1f28247,order_0c11eaa9d2154a,settlement_mismatch,EXCEPTION_SETTLEMENT_MISMATCH,74999,upi,high_value_repeat,2026-08-14T14:06:00,True,73424.02,False
pay_980ddebcfa1446,order_6b84bd0d6ebb4c,duplicate_attempt,ALREADY_RECOVERED_VIA_DUPLICATE,74999,netbanking,high_value_repeat,2026-08-09T01:23:00,True,74999,True
pay_ec331e8fd78b4a,order_ddb5dd1a8cb54d,uncertain_pending,UNCERTAIN_AT_CUTOFF,199,upi,new,2026-08-15T23:19:00,False,,
pay_13b1e80528ca40,order_e31351378ae84c,late_auth_flip,LATE_AUTH_FLIP,7499,upi,returning,2026-08-14T09:27:00,True,7499,True
pay_c387f35b034048,order_176b27e0bfa440,duplicate_attempt,ALREADY_RECOVERED_VIA_DUPLICATE,4999,upi,high_value_repeat,2026-08-15T15:30:00,True,4999,True
pay_f4c2fb9462724b,order_e6e11a0be8e640,clean_success,SUCCESS_CLEAN,7499,netbanking,returning,2026-08-12T08:45:00,True,7499,True
pay_73091affe2334b,order_f2432bc4b3c845,late_auth_flip,LATE_AUTH_FLIP,999,upi,new,2026-08-03T00:51:00,True,999,True
pay_bf095c3992dd46,order_b4a42f2351a345,clean_failure_hard,VERIFIED_LOST_HARD,999,upi,new,2026-08-11T22:38:00,False,,
pay_b5db5332265c47,order_30f9e40463de47,settlement_mismatch,EXCEPTION_SETTLEMENT_MISMATCH,4999,upi,returning,2026-08-20T23:29:00,True,4849.03,False
pay_784679bffcc642,order_283d4c0974f042,late_auth_flip,LATE_AUTH_FLIP,2999,upi,returning,2026-08-09T19:21:00,True,2999,True
pay_a2d65ad7a7234c,order_ab487fa03c2d43,duplicate_attempt,ALREADY_RECOVERED_VIA_DUPLICATE,499,upi,new,2026-08-04T03:54:00,True,499,True
pay_2eae43d33e6c4a,order_beae66d1b65c47,late_auth_flip,LATE_AUTH_FLIP,999,upi,returning,2026-08-02T12:38:00,True,999,True
pay_e0894a51c1d840,order_eed06a6c4dd846,clean_success,SUCCESS_CLEAN,24999,upi,high_value_repeat,2026-08-21T01:34:00,True,24999,True
pay_31c10d4b129b47,order_9ce0329c7f004f,late_auth_flip,LATE_AUTH_FLIP,499,netbanking,new,2026-08-17T18:49:00,True,499,True
pay_14aa61d4009048,order_fa50d62a969c43,clean_success,SUCCESS_CLEAN,999,netbanking,new,2026-08-11T23:56:00,True,999,True
pay_a8cc97d72d804f,order_e9f31ae541414f,duplicate_attempt,ALREADY_RECOVERED_VIA_DUPLICATE,1999,upi,returning,2026-08-03T10:10:00,True,1999,True
pay_3550af35b99d41,order_5460e7fcedf64d,duplicate_attempt,ALREADY_RECOVERED_VIA_DUPLICATE,24999,netbanking,high_value_repeat,2026-08-06T06:29:00,True,24999,True
pay_050e13e7b59343,order_c94629237ea34c,clean_success,SUCCESS_CLEAN,499,upi,returning,2026-08-12T15:16:00,True,499,True
pay_99074b470a7340,order_1818824d68b04f,late_auth_flip,LATE_AUTH_FLIP,74999,card,high_value_repeat,2026-08-07T21:03:00,True,74999,True
pay_56e0542f111143,order_7903d36a14ec45,clean_failure_hard,VERIFIED_LOST_HARD,999,upi,new,2026-08-07T09:26:00,False,,
pay_26052a8675824a,order_f6515933940449,clean_failure_hard,VERIFIED_LOST_HARD,1999,upi,returning,2026-08-02T12:56:00,False,,
pay_4591733f0b2a4e,order_4c3ea3a19baa4d,late_auth_flip,LATE_AUTH_FLIP,4999,upi,returning,2026-08-10T03:59:00,True,4999,True
pay_2a9ba3c44d4441,order_9a2045d09e8241,clean_success,SUCCESS_CLEAN,14999,card,high_value_repeat,2026-08-15T13:22:00,True,14999,True
pay_3b3a00b2967a4d,order_9d138744544240,clean_success,SUCCESS_CLEAN,49999,upi,high_value_repeat,2026-08-03T13:48:00,True,49999,True
pay_0826dae30a2b44,order_ae7eaea22e674f,clean_success,SUCCESS_CLEAN,1999,card,returning,2026-08-09T02:11:00,True,1999,True
pay_b365b12290214d,order_700b59de37734a,clean_failure_hard,VERIFIED_LOST_HARD,14999,card,high_value_repeat,2026-08-05T21:42:00,False,,
pay_af7d06fae8ce4e,order_da1d5f43e1784e,duplicate_attempt,ALREADY_RECOVERED_VIA_DUPLICATE,24999,upi,high_value_repeat,2026-08-02T09:44:00,True,24999,True
pay_375263b3b9a54c,order_2d27a244691642,uncertain_pending,UNCERTAIN_AT_CUTOFF,499,card,new,2026-08-13T04:37:00,False,,
pay_127882304c3148,order_b1075fdab63f49,clean_success,SUCCESS_CLEAN,1499,card,new,2026-08-04T13:20:00,True,1499,True
pay_7073401e46f241,order_9f4c8bc510234f,clean_failure_soft,VERIFIED_LOST_SOFT,4999,upi,returning,2026-08-10T07:36:00,False,,
pay_d3d24946d14e4d,order_12aa7258b9df42,clean_failure_hard,VERIFIED_LOST_HARD,14999,card,high_value_repeat,2026-08-12T22:03:00,False,,
pay_6486cbcac9e943,order_d2a9289ae86047,uncertain_pending,UNCERTAIN_AT_CUTOFF,24999,card,high_value_repeat,2026-08-08T04:43:00,False,,
pay_30dceb211b1f43,order_743093a666f749,clean_failure_soft,VERIFIED_LOST_SOFT,499,upi,new,2026-08-03T20:51:00,False,,
pay_aa0bc72638f943,order_c16e363925a14b,settlement_mismatch,EXCEPTION_SETTLEMENT_MISMATCH,14999,card,high_value_repeat,2026-08-17T21:07:00,True,14549.03,False
pay_a35aed7b97dc4c,order_16229e9354df44,clean_success,SUCCESS_CLEAN,24999,upi,high_value_repeat,2026-08-16T07:02:00,True,24999,True
pay_9c09332afc3a41,order_7fbcfe640fa54b,uncertain_pending,UNCERTAIN_AT_CUTOFF,49999,upi,high_value_repeat,2026-08-02T13:02:00,False,,
pay_32742cc241ab4a,order_50efb3f1af6441,clean_success,SUCCESS_CLEAN,999,upi,returning,2026-08-17T18:51:00,True,999,True
pay_aa4399c7d5ca4f,order_b73ec410ae3440,uncertain_pending,UNCERTAIN_AT_CUTOFF,24999,upi,high_value_repeat,2026-08-16T20:46:00,False,,
